107	93	7	8	10.0	0.1	804.653027561
109	109	8	8	10.0	0.1	79.4741886896
125	109	7	8	10.0	0.1	1261.00238646
125	125	8	8	10.0	0.1	115.036338308
140	140	8	8	10.0	0.1	690.406254442
142	125	7	8	10.0	0.1	1847.97735495
156	156	8	8	10.0	0.1	751.54075775
156	156	8	8	10.0	0.1	384.433728792
160	140	7	8	10.0	0.1	1826.87725657
171	171	8	8	10.0	0.1	1680.09030869
178	156	7	8	10.0	0.1	2402.80654865
178	156	7	8	10.0	0.1	1254.16458285
187	187	8	8	10.0	0.1	2004.43557613
196	171	7	8	10.0	0.1	2677.37262955
203	203	8	8	10.0	0.1	2597.87447001
214	187	7	8	10.0	0.1	2960.6623961
218	218	8	8	10.0	0.1	3072.39727966
232	203	7	8	10.0	0.1	3229.32595336
234	234	8	8	10.0	0.1	3377.14572437
250	218	7	8	10.0	0.1	3480.41533603
250	250	8	8	10.0	0.1	3798.89225871
265	265	8	8	10.0	0.1	4104.20260959
267	234	7	8	10.0	0.1	3736.39168632
285	250	7	8	10.0	0.1	3990.68845385
303	265	7	8	10.0	0.1	4240.10764499
31	31	8	8	10.0	0.1	21.5053763441
35	31	7	8	10.0	0.1	196.800450082
46	46	8	8	10.0	0.1	21.3506381138
53	46	7	8	10.0	0.1	271.572146036
62	62	8	8	10.0	0.1	33.5689295458
71	62	7	8	10.0	0.1	700.546988121
78	78	8	8	10.0	0.1	90.8095420334
89	78	7	8	10.0	0.1	605.86237617
93	93	8	8	10.0	0.1	58.8429893543
107	93	7	8	10.0	0.1	759.774933104
109	109	8	8	10.0	0.1	115.033639144
125	109	7	8	10.0	0.1	1372.4990588
125	125	8	8	10.0	0.1	145.151363184
140	140	8	8	10.0	0.1	928.669793888
142	125	7	8	10.0	0.1	1700.7762741
156	156	8	8	10.0	0.1	687.004975124
156	156	8	8	10.0	0.1	352.632835821
160	140	7	8	10.0	0.1	2084.81807925
171	171	8	8	10.0	0.1	1587.09935702
178	156	7	8	10.0	0.1	2344.89439331
178	156	7	8	10.0	0.1	1244.65714066
187	187	8	8	10.0	0.1	2288.99864315
196	171	7	8	10.0	0.1	2645.73797799
203	203	8	8	10.0	0.1	2632.67269564
214	187	7	8	10.0	0.1	2963.3765674
218	218	8	8	10.0	0.1	2913.97471359
232	203	7	8	10.0	0.1	3231.56749197
234	234	8	8	10.0	0.1	3283.01467024
250	218	7	8	10.0	0.1	3481.68969406
250	250	8	8	10.0	0.1	3788.80764179
265	265	8	8	10.0	0.1	4116.39523139
267	234	7	8	10.0	0.1	3734.23761838
285	250	7	8	10.0	0.1	3989.3535763
303	265	7	8	10.0	0.1	4239.81019332
31	31	8	8	10.0	0.1	19.6154710319
35	31	7	8	10.0	0.1	158.731161636
46	46	8	8	10.0	0.1	22.3335496431
53	46	7	8	10.0	0.1	249.929048937
62	62	8	8	10.0	0.1	32.2850264805
71	62	7	8	10.0	0.1	405.696627637
78	78	8	8	10.0	0.1	56.7174384488
89	78	7	8	10.0	0.1	792.401253556
93	93	8	8	10.0	0.1	75.3625421281
107	93	7	8	10.0	0.1	965.107886555
109	109	8	8	10.0	0.1	194.336208864
125	109	7	8	10.0	0.1	898.022574591
125	125	8	8	10.0	0.1	276.222089552
140	140	8	8	10.0	0.1	433.787633262
142	125	7	8	10.0	0.1	1466.00653203
156	156	8	8	10.0	0.1	521.468554663
156	156	8	8	10.0	0.1	269.694808011
160	140	7	8	10.0	0.1	2009.02605721
171	171	8	8	10.0	0.1	1346.64921009
178	156	7	8	10.0	0.1	2412.66075397
178	156	7	8	10.0	0.1	1269.65799621
187	187	8	8	10.0	0.1	1877.38739458
196	171	7	8	10.0	0.1	2645.11820097
203	203	8	8	10.0	0.1	2651.52699556
214	187	7	8	10.0	0.1	2971.27565247
218	218	8	8	10.0	0.1	2974.90602036
232	203	7	8	10.0	0.1	3201.13522596
234	234	8	8	10.0	0.1	3415.17778628
250	218	7	8	10.0	0.1	3461.00086858
250	250	8	8	10.0	0.1	3788.46949254
265	265	8	8	10.0	0.1	4147.29402046
267	234	7	8	10.0	0.1	3733.96558374
285	250	7	8	10.0	0.1	3990.83770758
303	265	7	8	10.0	0.1	4239.51326954
31	31	8	8	10.0	0.1	19.2457069491
35	31	7	8	10.0	0.1	161.240582079
46	46	8	8	10.0	0.1	23.1780229288
53	46	7	8	10.0	0.1	384.519668235
62	62	8	8	10.0	0.1	67.597496389
71	62	7	8	10.0	0.1	183.028027035
78	78	8	8	10.0	0.1	53.912999107
89	78	7	8	10.0	0.1	910.048095529
93	93	8	8	10.0	0.1	55.9088428824
107	93	7	8	10.0	0.1	506.493490351
109	109	8	8	10.0	0.1	152.318042813
125	109	7	8	10.0	0.1	946.866443398
125	125	8	8	10.0	0.1	425.331263682
140	140	8	8	10.0	0.1	710.314712154
142	125	7	8	10.0	0.1	1599.429218
156	156	8	8	10.0	0.1	814.023217247
156	156	8	8	10.0	0.1	416.051741294
160	140	7	8	10.0	0.1	2059.45283849
171	171	8	8	10.0	0.1	1054.22780833
178	156	7	8	10.0	0.1	2260.16081182
178	156	7	8	10.0	0.1	1188.74281562
187	187	8	8	10.0	0.1	2037.4316652
196	171	7	8	10.0	0.1	2626.90959073
203	203	8	8	10.0	0.1	2584.91620714
214	187	7	8	10.0	0.1	2938.21443218
218	218	8	8	10.0	0.1	3041.21812954
232	203	7	8	10.0	0.1	3215.45566196
234	234	8	8	10.0	0.1	3391.98911426
250	218	7	8	10.0	0.1	3484.64499198
250	250	8	8	10.0	0.1	3785.68533333
265	265	8	8	10.0	0.1	4059.15869708
267	234	7	8	10.0	0.1	3735.35409161
285	250	7	8	10.0	0.1	3988.71729338
303	265	7	8	10.0	0.1	4240.40509666
31	31	8	8	10.0	0.1	19.6411490932
35	31	7	8	10.0	0.1	223.996356958
46	46	8	8	10.0	0.1	30.7817434566
53	46	7	8	10.0	0.1	366.34306815
62	62	8	8	10.0	0.1	25.9605199807
71	62	7	8	10.0	0.1	584.855996954
78	78	8	8	10.0	0.1	51.8678402858
89	78	7	8	10.0	0.1	775.326610731
